Date,Region,Province,Country,Total_Confirmed,Total_Deaths,Total_Recovered,Total_Active
04-06-2020,Lincoln,Oklahoma,US,9,0,0,0
04-06-2020,Lincoln,Oregon,US,4,0,0,0
04-06-2020,Lincoln,South Dakota,US,24,0,0,0
04-06-2020,Lincoln,Tennessee,US,5,0,0,0
04-06-2020,Lincoln,Washington,US,1,0,0,0
04-06-2020,Lincoln,Wyoming,US,4,0,0,0
04-06-2020,Linn,Iowa,US,176,7,0,0
04-06-2020,Linn,Kansas,US,5,0,0,0
04-06-2020,Linn,Missouri,US,2,0,0,0
04-06-2020,Linn,Oregon,US,43,2,0,0
04-06-2020,Litchfield,Connecticut,US,230,8,0,0
04-06-2020,Live Oak,Texas,US,3,0,0,0
04-06-2020,Livingston,Illinois,US,9,0,0,0
04-06-2020,Livingston,Louisiana,US,79,1,0,0
04-06-2020,Livingston,Michigan,US,143,2,0,0
04-06-2020,Livingston,Missouri,US,1,0,0,0
04-06-2020,Livingston,New York,US,24,1,0,0
04-06-2020,Llano,Texas,US,2,0,0,0
04-06-2020,Logan,Colorado,US,11,0,0,0
04-06-2020,Logan,Illinois,US,1,0,0,0
04-06-2020,Logan,Kentucky,US,4,0,0,0
04-06-2020,Logan,Nebraska,US,1,0,0,0
04-06-2020,Logan,Ohio,US,5,0,0,0
04-06-2020,Logan,Oklahoma,US,6,0,0,0
04-06-2020,Logan,West Virginia,US,6,0,0,0
04-06-2020,Long,Georgia,US,1,0,0,0
04-06-2020,Lonoke,Arkansas,US,17,0,0,0
04-06-2020,Lorain,Ohio,US,117,3,0,0
04-06-2020,Los Alamos,New Mexico,US,2,0,0,0
04-06-2020,Los Angeles,California,US,6377,147,0,0
04-06-2020,Loudon,Tennessee,US,13,0,0,0
04-06-2020,Loudoun,Virginia,US,188,1,0,0
04-06-2020,Louisa,Iowa,US,7,0,0,0
04-06-2020,Louisa,Virginia,US,14,0,0,0
04-06-2020,Love,Oklahoma,US,2,0,0,0
04-06-2020,Lowndes,Alabama,US,6,0,0,0
04-06-2020,Lowndes,Georgia,US,40,1,0,0
04-06-2020,Lowndes,Mississippi,US,15,0,0,0
04-06-2020,Lubbock,Texas,US,180,6,0,0
04-06-2020,Lucas,Ohio,US,321,12,0,0
04-06-2020,Luce,Michigan,US,1,0,0,0
04-06-2020,Lumpkin,Georgia,US,9,0,0,0
04-06-2020,Lunenburg,Virginia,US,0,0,0,0
04-06-2020,Luzerne,Pennsylvania,US,849,5,0,0
04-06-2020,Lycoming,Pennsylvania,US,10,0,0,0
04-06-2020,Lyman,South Dakota,US,1,0,0,0
04-06-2020,Lynchburg,Virginia,US,11,0,0,0
04-06-2020,Lynn,Texas,US,3,0,0,0
04-06-2020,Lyon,Iowa,US,2,0,0,0
04-06-2020,Lyon,Kansas,US,23,0,0,0
04-06-2020,Lyon,Kentucky,US,4,0,0,0
04-06-2020,Lyon,Minnesota,US,4,0,0,0
04-06-2020,Lyon,Nevada,US,3,0,0,0
04-06-2020,Mackinac,Michigan,US,2,0,0,0
04-06-2020,Macomb,Michigan,US,2159,100,0,0
04-06-2020,Macon,Alabama,US,5,0,0,0
04-06-2020,Macon,Georgia,US,4,0,0,0
04-06-2020,Macon,Illinois,US,9,0,0,0
04-06-2020,Macon,Missouri,US,2,0,0,0
04-06-2020,Macon,North Carolina,US,1,0,0,0
04-06-2020,Macon,Tennessee,US,11,0,0,0
04-06-2020,Macoupin,Illinois,US,7,0,0,0
04-06-2020,Madera,California,US,28,2,0,0
04-06-2020,Madison,Alabama,US,141,2,0,0
04-06-2020,Madison,Florida,US,11,0,0,0
04-06-2020,Madison,Georgia,US,7,1,0,0
04-06-2020,Madison,Idaho,US,4,0,0,0
04-06-2020,Madison,Illinois,US,52,0,0,0
04-06-2020,Madison,Indiana,US,101,9,0,0
04-06-2020,Madison,Iowa,US,1,0,0,0
04-06-2020,Madison,Kentucky,US,11,1,0,0
04-06-2020,Madison,Louisiana,US,1,0,0,0
04-06-2020,Madison,Mississippi,US,74,2,0,0
04-06-2020,Madison,Missouri,US,1,0,0,0
04-06-2020,Madison,Montana,US,9,1,0,0
04-06-2020,Madison,Nebraska,US,5,1,0,0
04-06-2020,Madison,New York,US,92,2,0,0
04-06-2020,Madison,Ohio,US,17,2,0,0
04-06-2020,Madison,Tennessee,US,22,0,0,0
04-06-2020,Madison,Virginia,US,4,0,0,0
04-06-2020,Mahaska,Iowa,US,3,0,0,0
04-06-2020,Mahnomen,Minnesota,US,1,0,0,0
04-06-2020,Mahoning,Ohio,US,272,17,0,0
04-06-2020,Major,Oklahoma,US,1,0,0,0
04-06-2020,Malheur,Oregon,US,2,0,0,0
04-06-2020,Manassas,Virginia,US,17,0,0,0
04-06-2020,Manassas Park,Virginia,US,4,0,0,0
04-06-2020,Manatee,Florida,US,144,3,0,0
04-06-2020,Manistee,Michigan,US,6,0,0,0
04-06-2020,Manitowoc,Wisconsin,US,3,0,0,0
04-06-2020,Marathon,Wisconsin,US,12,0,0,0
04-06-2020,Marengo,Alabama,US,13,0,0,0
04-06-2020,Maricopa,Arizona,US,1433,31,0,0
04-06-2020,Maries,Missouri,US,2,0,0,0
04-06-2020,Marin,California,US,141,7,0,0
04-06-2020,Marinette,Wisconsin,US,3,0,0,0
04-06-2020,Marion,Alabama,US,19,2,0,0
04-06-2020,Marion,Florida,US,53,2,0,0
04-06-2020,Marion,Georgia,US,2,0,0,0
04-06-2020,Marion,Illinois,US,3,0,0,0
04-06-2020,Marion,Indiana,US,1956,37,0,0
04-06-2020,Marion,Iowa,US,1,0,0,0
04-06-2020,Marion,Kansas,US,3,0,0,0
04-06-2020,Marion,Kentucky,US,3,0,0,0
04-06-2020,Marion,Mississippi,US,8,0,0,0
04-06-2020,Marion,Ohio,US,25,0,0,0
04-06-2020,Marion,Oregon,US,198,5,0,0
04-06-2020,Marion,South Carolina,US,4,1,0,0
04-06-2020,Marion,Tennessee,US,20,1,0,0
04-06-2020,Marion,West Virginia,US,17,1,0,0
04-06-2020,Marlboro,South Carolina,US,6,0,0,0
04-06-2020,Marquette,Michigan,US,15,2,0,0
04-06-2020,Marquette,Wisconsin,US,2,0,0,0
04-06-2020,Marshall,Alabama,US,33,1,0,0
04-06-2020,Marshall,Illinois,US,1,0,0,0
04-06-2020,Marshall,Indiana,US,8,0,0,0
04-06-2020,Marshall,Iowa,US,12,0,0,0
04-06-2020,Marshall,Kentucky,US,3,0,0,0
04-06-2020,Marshall,Mississippi,US,23,1,0,0
04-06-2020,Marshall,South Dakota,US,1,0,0,0
04-06-2020,Marshall,Tennessee,US,9,0,0,0
04-06-2020,Marshall,West Virginia,US,5,0,0,0
04-06-2020,Martin,Florida,US,83,0,0,0
04-06-2020,Martin,Indiana,US,2,0,0,0
04-06-2020,Martin,Kentucky,US,1,0,0,0
04-06-2020,Martin,Minnesota,US,33,4,0,0
04-06-2020,Martin,North Carolina,US,3,0,0,0
04-06-2020,Martin,Texas,US,2,0,0,0
04-06-2020,Martinsville,Virginia,US,0,0,0,0
04-06-2020,Mason,Illinois,US,1,0,0,0
04-06-2020,Mason,Kentucky,US,2,0,0,0
04-06-2020,Mason,Texas,US,1,0,0,0
04-06-2020,Mason,Washington,US,15,0,0,0
04-06-2020,Mason,West Virginia,US,4,0,0,0
04-06-2020,Massac,Illinois,US,2,0,0,0
04-06-2020,Matagorda,Texas,US,41,3,0,0
04-06-2020,Matanuska-Susitna,Alaska,US,4,0,0,0
04-06-2020,Mathews,Virginia,US,2,0,0,0
04-06-2020,Maui,Hawaii,US,44,1,0,0
04-06-2020,Maury,Tennessee,US,24,0,0,0
04-06-2020,Maverick,Texas,US,5,0,0,0
04-06-2020,Mayes,Oklahoma,US,10,1,0,0
04-06-2020,McClain,Oklahoma,US,12,0,0,0
04-06-2020,McCook,South Dakota,US,2,0,0,0
04-06-2020,McCormick,South Carolina,US,2,0,0,0
04-06-2020,McCracken,Kentucky,US,13,0,0,0
04-06-2020,McCreary,Kentucky,US,1,0,0,0
04-06-2020,McCurtain,Oklahoma,US,1,0,0,0
04-06-2020,McDonald,Missouri,US,3,0,0,0
04-06-2020,McDowell,North Carolina,US,10,0,0,0
04-06-2020,McDuffie,Georgia,US,8,1,0,0
04-06-2020,McHenry,Illinois,US,144,3,0,0
04-06-2020,McHenry,North Dakota,US,1,1,0,0
04-06-2020,McIntosh,Georgia,US,2,0,0,0
04-06-2020,McIntosh,North Dakota,US,1,0,0,0
04-06-2020,McIntosh,Oklahoma,US,1,0,0,0
04-06-2020,McKean,Pennsylvania,US,1,0,0,0
04-06-2020,McKenzie,North Dakota,US,3,0,0,0
04-06-2020,McKinley,New Mexico,US,61,2,0,0
04-06-2020,McLean,Illinois,US,46,2,0,0
04-06-2020,McLean,Kentucky,US,1,1,0,0
04-06-2020,McLean,North Dakota,US,2,0,0,0
04-06-2020,McLennan,Texas,US,53,1,0,0
04-06-2020,McLeod,Minnesota,US,1,0,0,0
04-06-2020,McMinn,Tennessee,US,3,0,0,0
04-06-2020,McNairy,Tennessee,US,4,0,0,0
04-06-2020,McPherson,Kansas,US,9,0,0,0
04-06-2020,Meade,Kentucky,US,2,0,0,0
04-06-2020,Meade,South Dakota,US,1,0,0,0
04-06-2020,Meagher,Montana,US,1,0,0,0
04-06-2020,Mecklenburg,North Carolina,US,741,7,0,0
04-06-2020,Mecklenburg,Virginia,US,12,0,0,0
04-06-2020,Mecosta,Michigan,US,6,1,0,0
04-06-2020,Medina,Ohio,US,83,3,0,0
04-06-2020,Medina,Texas,US,4,0,0,0
04-06-2020,Meeker,Minnesota,US,1,0,0,0
04-06-2020,Meigs,Tennessee,US,2,0,0,0
04-06-2020,Menard,Illinois,US,2,0,0,0
04-06-2020,Mendocino,California,US,4,0,0,0
04-06-2020,Menifee,Kentucky,US,3,0,0,0
04-06-2020,Menominee,Wisconsin,US,1,0,0,0
04-06-2020,Merced,California,US,29,1,0,0
04-06-2020,Mercer,Illinois,US,2,0,0,0
04-06-2020,Mercer,Kentucky,US,4,0,0,0
04-06-2020,Mercer,New Jersey,US,740,19,0,0
04-06-2020,Mercer,North Dakota,US,0,0,0,0
04-06-2020,Mercer,Ohio,US,8,1,0,0
04-06-2020,Mercer,Pennsylvania,US,18,0,0,0
04-06-2020,Mercer,West Virginia,US,4,0,0,0
04-06-2020,Meriwether,Georgia,US,13,0,0,0
04-06-2020,Merrick,Nebraska,US,2,0,0,0
04-06-2020,Merrimack,New Hampshire,US,52,0,0,0
04-06-2020,Mesa,Colorado,US,25,0,0,0
04-06-2020,Miami,Indiana,US,7,0,0,0
04-06-2020,Miami,Kansas,US,2,0,0,0
04-06-2020,Miami,Ohio,US,90,10,0,0
04-06-2020,Miami-Dade,Florida,US,4481,37,0,0
04-06-2020,Middlesex,Connecticut,US,135,7,0,0
04-06-2020,Middlesex,Massachusetts,US,2950,47,0,0
04-06-2020,Middlesex,New Jersey,US,3263,87,0,0
04-06-2020,Middlesex,Virginia,US,0,0,0,0
04-06-2020,Midland,Michigan,US,22,0,0,0
04-06-2020,Midland,Texas,US,24,1,0,0
04-06-2020,Mifflin,Pennsylvania,US,9,0,0,0
04-06-2020,Milam,Texas,US,3,0,0,0
04-06-2020,Miller,Arkansas,US,8,0,0,0
04-06-2020,Miller,Georgia,US,14,0,0,0
04-06-2020,Mills,Iowa,US,1,0,0,0
04-06-2020,Milwaukee,Wisconsin,US,1256,40,0,0
04-06-2020,Mineral,Colorado,US,2,0,0,0
04-06-2020,Mineral,West Virginia,US,2,0,0,0
04-06-2020,Minidoka,Idaho,US,3,0,0,0
04-06-2020,Minnehaha,South Dakota,US,140,1,0,0
04-06-2020,Missaukee,Michigan,US,1,1,0,0
04-06-2020,Mississippi,Arkansas,US,1,0,0,0
04-06-2020,Missoula,Montana,US,21,1,0,0
04-06-2020,Mitchell,Georgia,US,56,1,0,0
04-06-2020,Mitchell,Iowa,US,2,0,0,0
04-06-2020,Mitchell,Kansas,US,2,0,0,0
04-06-2020,Mitchell,North Carolina,US,2,0,0,0
04-06-2020,Mobile,Alabama,US,143,6,0,0
04-06-2020,Moffat,Colorado,US,3,0,0,0
04-06-2020,Mohave,Arizona,US,20,0,0,0
04-06-2020,Moniteau,Missouri,US,4,0,0,0
04-06-2020,Monmouth,New Jersey,US,2545,62,0,0
04-06-2020,Mono,California,US,19,1,0,0
04-06-2020,Monona,Iowa,US,6,0,0,0
04-06-2020,Monongalia,West Virginia,US,53,1,0,0
04-06-2020,Monroe,Alabama,US,5,0,0,0
04-06-2020,Monroe,Arkansas,US,1,0,0,0
04-06-2020,Monroe,Florida,US,45,2,0,0
04-06-2020,Monroe,Georgia,US,10,1,0,0
04-06-2020,Monroe,Illinois,US,11,0,0,0
04-06-2020,Monroe,Indiana,US,48,0,0,0
04-06-2020,Monroe,Michigan,US,117,0,0,0
04-06-2020,Monroe,Mississippi,US,16,1,0,0
04-06-2020,Monroe,New York,US,574,26,0,0
04-06-2020,Monroe,Ohio,US,2,0,0,0
04-06-2020,Monroe,Pennsylvania,US,572,11,0,0
04-06-2020,Monroe,Tennessee,US,6,0,0,0
04-06-2020,Monroe,Wisconsin,US,7,0,0,0
04-06-2020,Montague,Texas,US,1,0,0,0
04-06-2020,Montcalm,Michigan,US,15,0,0,0
04-06-2020,Monterey,California,US,62,2,0,0
04-06-2020,Montezuma,Colorado,US,8,1,0,0
04-06-2020,Montgomery,Alabama,US,71,1,0,0
04-06-2020,Montgomery,Illinois,US,3,1,0,0
04-06-2020,Montgomery,Indiana,US,15,0,0,0
04-06-2020,Montgomery,Iowa,US,1,0,0,0
04-06-2020,Montgomery,Kansas,US,9,0,0,0
04-06-2020,Montgomery,Kentucky,US,5,0,0,0
04-06-2020,Montgomery,Maryland,US,793,19,0,0
04-06-2020,Montgomery,Mississippi,US,11,1,0,0
04-06-2020,Montgomery,Missouri,US,5,0,0,0
04-06-2020,Montgomery,New York,US,15,1,0,0
04-06-2020,Montgomery,North Carolina,US,10,1,0,0
04-06-2020,Montgomery,Ohio,US,109,2,0,0
04-06-2020,Montgomery,Pennsylvania,US,1230,18,0,0
04-06-2020,Montgomery,Tennessee,US,54,1,0,0
04-06-2020,Montgomery,Texas,US,161,3,0,0
04-06-2020,Montgomery,Virginia,US,7,0,0,0
04-06-2020,Montour,Pennsylvania,US,37,0,0,0
04-06-2020,Montrose,Colorado,US,34,2,0,0
04-06-2020,Moore,North Carolina,US,14,2,0,0
04-06-2020,Moore,Tennessee,US,0,0,0,0
04-06-2020,Moore,Texas,US,6,0,0,0
04-06-2020,Morehouse,Louisiana,US,15,0,0,0
04-06-2020,Morgan,Alabama,US,29,0,0,0
04-06-2020,Morgan,Colorado,US,19,0,0,0
04-06-2020,Morgan,Georgia,US,5,0,0,0
04-06-2020,Morgan,Illinois,US,7,1,0,0
04-06-2020,Morgan,Indiana,US,76,1,0,0
04-06-2020,Morgan,Missouri,US,1,0,0,0
04-06-2020,Morgan,Ohio,US,1,0,0,0
04-06-2020,Morgan,Tennessee,US,5,0,0,0
04-06-2020,Morgan,West Virginia,US,3,0,0,0
04-06-2020,Morris,Kansas,US,2,0,0,0
04-06-2020,Morris,New Jersey,US,1956,60,0,0
04-06-2020,Morris,Texas,US,1,0,0,0
04-06-2020,Morrow,Ohio,US,5,0,0,0
04-06-2020,Morrow,Oregon,US,2,0,0,0
04-06-2020,Morton,Kansas,US,1,0,0,0
04-06-2020,Morton,North Dakota,US,17,1,0,0
04-06-2020,Moultrie,Illinois,US,1,0,0,0
04-06-2020,Mountrail,North Dakota,US,19,0,0,0
04-06-2020,Mower,Minnesota,US,17,0,0,0
04-06-2020,Muhlenberg,Kentucky,US,0,0,0,0
04-06-2020,Multnomah,Oregon,US,233,7,0,0
04-06-2020,Murray,Georgia,US,10,0,0,0
04-06-2020,Murray,Minnesota,US,1,0,0,0
04-06-2020,Muscatine,Iowa,US,41,1,0,0
04-06-2020,Muscogee,Georgia,US,40,0,0,0
04-06-2020,Muskegon,Michigan,US,33,4,0,0
04-06-2020,Muskingum,Ohio,US,5,0,0,0
04-06-2020,Muskogee,Oklahoma,US,20,2,0,0
04-06-2020,Musselshell,Montana,US,1,0,0,0
04-06-2020,Nacogdoches,Texas,US,18,2,0,0
04-06-2020,Napa,California,US,22,2,0,0
04-06-2020,Nash,North Carolina,US,21,0,0,0
04-06-2020,Nassau,Florida,US,25,0,0,0
04-06-2020,Nassau,New York,US,15616,162,0,0
04-06-2020,Natchitoches,Louisiana,US,22,0,0,0
04-06-2020,Natrona,Wyoming,US,25,0,0,0
04-06-2020,Navajo,Arizona,US,359,1,0,0
04-06-2020,Navarro,Texas,US,4,1,0,0
04-06-2020,Nelson,Kentucky,US,4,0,0,0
04-06-2020,Nelson,Virginia,US,2,0,0,0
04-06-2020,Nemaha,Nebraska,US,1,0,0,0
04-06-2020,Neosho,Kansas,US,1,0,0,0
04-06-2020,Neshoba,Mississippi,US,11,0,0,0
04-06-2020,Nevada,Arkansas,US,1,0,0,0
04-06-2020,Nevada,California,US,32,1,0,0
04-06-2020,New Castle,Delaware,US,496,9,0,0
04-06-2020,New Hanover,North Carolina,US,47,0,0,0
04-06-2020,New Haven,Connecticut,US,1468,41,0,0
04-06-2020,New Kent,Virginia,US,12,0,0,0
04-06-2020,New London,Connecticut,US,65,4,0,0
04-06-2020,New Madrid,Missouri,US,2,0,0,0
04-06-2020,New York City,New York,US,72181,3485,0,0
04-06-2020,Newaygo,Michigan,US,2,0,0,0
04-06-2020,Newberry,South Carolina,US,7,0,0,0
04-06-2020,Newport,Rhode Island,US,42,0,0,0
04-06-2020,Newport News,Virginia,US,54,1,0,0
04-06-2020,Newton,Arkansas,US,1,0,0,0
04-06-2020,Newton,Georgia,US,62,2,0,0
04-06-2020,Newton,Indiana,US,4,0,0,0
04-06-2020,Newton,Mississippi,US,7,0,0,0
04-06-2020,Newton,Missouri,US,6,0,0,0
04-06-2020,Newton,Texas,US,1,0,0,0
04-06-2020,Nez Perce,Idaho,US,13,2,0,0
04-06-2020,Niagara,New York,US,120,0,0,0
04-06-2020,Nicholas,Kentucky,US,1,0,0,0
04-06-2020,Nicollet,Minnesota,US,4,0,0,0
04-06-2020,Noble,Indiana,US,11,1,0,0
04-06-2020,Noble,Oklahoma,US,6,0,0,0
04-06-2020,Nodaway,Missouri,US,2,0,0,0
04-06-2020,Norfolk,Massachusetts,US,1382,29,0,0
04-06-2020,Norfolk,Virginia,US,60,0,0,0
04-06-2020,Northampton,North Carolina,US,46,1,0,0
04-06-2020,Northampton,Pennsylvania,US,716,12,0,0
04-06-2020,Northampton,Virginia,US,2,0,0,0
04-06-2020,Northumberland,Pennsylvania,US,15,0,0,0
04-06-2020,Northumberland,Virginia,US,3,0,0,0
04-06-2020,Norton,Virginia,US,0,0,0,0
04-06-2020,Nottoway,Virginia,US,1,0,0,0
04-06-2020,Nowata,Oklahoma,US,9,0,0,0
04-06-2020,Noxubee,Mississippi,US,5,0,0,0
04-06-2020,Nueces,Texas,US,59,0,0,0
04-06-2020,Nye,Nevada,US,7,0,0,0
04-06-2020,O'Brien,Iowa,US,3,0,0,0
04-06-2020,Oakland,Michigan,US,3380,185,0,0
04-06-2020,Obion,Tennessee,US,2,1,0,0
04-06-2020,Ocean,New Jersey,US,2374,71,0,0
04-06-2020,Oceana,Michigan,US,3,0,0,0
04-06-2020,Oconee,Georgia,US,24,0,0,0
04-06-2020,Oconee,South Carolina,US,8,0,0,0
04-06-2020,Oconto,Wisconsin,US,1,0,0,0
04-06-2020,Ogemaw,Michigan,US,3,0,0,0
04-06-2020,Ogle,Illinois,US,7,0,0,0
04-06-2020,Oglethorpe,Georgia,US,1,1,0,0
04-06-2020,Ohio,Indiana,US,1,0,0,0
04-06-2020,Ohio,Kentucky,US,1,0,0,0
04-06-2020,Ohio,West Virginia,US,15,0,0,0
04-06-2020,Okaloosa,Florida,US,65,1,0,0
04-06-2020,Okanogan,Washington,US,9,0,0,0
04-06-2020,Okeechobee,Florida,US,3,0,0,0
04-06-2020,Oklahoma,Oklahoma,US,279,11,0,0
04-06-2020,Okmulgee,Oklahoma,US,11,0,0,0
04-06-2020,Oktibbeha,Mississippi,US,27,0,0,0
04-06-2020,Oldham,Kentucky,US,7,0,0,0
04-06-2020,Oldham,Texas,US,2,1,0,0
04-06-2020,Oliver,North Dakota,US,1,0,0,0
04-06-2020,Olmsted,Minnesota,US,96,2,0,0
04-06-2020,Oneida,New York,US,100,2,0,0
04-06-2020,Oneida,Wisconsin,US,3,0,0,0
04-06-2020,Onondaga,New York,US,377,5,0,0
04-06-2020,Onslow,North Carolina,US,21,1,0,0
04-06-2020,Ontario,New York,US,32,0,0,0
04-06-2020,Ontonagon,Michigan,US,1,0,0,0
04-06-2020,Orange,California,US,882,14,0,0
04-06-2020,Orange,Florida,US,744,8,0,0
04-06-2020,Orange,Indiana,US,9,2,0,0
04-06-2020,Orange,New York,US,3533,76,0,0
04-06-2020,Orange,North Carolina,US,67,0,0,0
04-06-2020,Orange,Texas,US,22,0,0,0
04-06-2020,Orange,Vermont,US,4,0,0,0
04-06-2020,Orange,Virginia,US,5,0,0,0
04-06-2020,Orangeburg,South Carolina,US,28,0,0,0
04-06-2020,Orleans,Louisiana,US,4565,171,0,0
04-06-2020,Orleans,New York,US,13,0,0,0
04-06-2020,Orleans,Vermont,US,8,0,0,0
04-06-2020,Osage,Kansas,US,3,0,0,0
04-06-2020,Osage,Missouri,US,3,0,0,0
04-06-2020,Osage,Oklahoma,US,31,3,0,0
04-06-2020,Osborne,Kansas,US,2,0,0,0
04-06-2020,Osceola,Florida,US,239,4,0,0
04-06-2020,Osceola,Michigan,US,3,0,0,0
04-06-2020,Oscoda,Michigan,US,2,0,0,0
04-06-2020,Oswego,New York,US,34,0,0,0
04-06-2020,Otero,Colorado,US,4,0,0,0
04-06-2020,Otero,New Mexico,US,3,0,0,0
04-06-2020,Otoe,Nebraska,US,1,0,0,0
04-06-2020,Otsego,Michigan,US,26,2,0,0
04-06-2020,Otsego,New York,US,29,1,0,0
04-06-2020,Ottawa,Kansas,US,3,0,0,0
04-06-2020,Ottawa,Michigan,US,44,0,0,0
04-06-2020,Ottawa,Ohio,US,5,0,0,0
04-06-2020,Ottawa,Oklahoma,US,12,0,0,0
04-06-2020,Otter Tail,Minnesota,US,2,0,0,0
04-06-2020,Ouachita,Arkansas,US,1,0,0,0
04-06-2020,Ouachita,Louisiana,US,230,1,0,0
04-06-2020,Ouray,Colorado,US,2,0,0,0
04-06-2020,Out of CO,Colorado,US,0,1,0,0
04-06-2020,Out of HI,Hawaii,US,2,0,0,0
04-06-2020,Out of MI,Michigan,US,91,1,0,0
04-06-2020,Out of OK,Oklahoma,US,2,0,0,0
04-06-2020,Out of TN,Tennessee,US,290,1,0,0
04-06-2020,Outagamie,Wisconsin,US,22,1,0,0
04-06-2020,Overton,Tennessee,US,4,0,0,0
04-06-2020,Owen,Indiana,US,15,0,0,0
04-06-2020,Owyhee,Idaho,US,2,0,0,0
04-06-2020,Oxford,Maine,US,11,0,0,0
04-06-2020,Ozaukee,Wisconsin,US,62,6,0,0
04-06-2020,Page,Iowa,US,3,0,0,0
04-06-2020,Page,Virginia,US,2,0,0,0
04-06-2020,Palm Beach,Florida,US,1069,49,0,0
04-06-2020,Palo Pinto,Texas,US,1,0,0,0
04-06-2020,Pamlico,North Carolina,US,3,0,0,0
04-06-2020,Panola,Mississippi,US,17,1,0,0
04-06-2020,Panola,Texas,US,4,1,0,0
04-06-2020,Park,Colorado,US,5,0,0,0
04-06-2020,Park,Montana,US,6,0,0,0
04-06-2020,Park,Wyoming,US,1,0,0,0
04-06-2020,Parke,Indiana,US,5,0,0,0
04-06-2020,Parker,Texas,US,6,0,0,0
04-06-2020,Pasco,Florida,US,110,2,0,0
04-06-2020,Pasquotank,North Carolina,US,8,0,0,0
04-06-2020,Passaic,New Jersey,US,3756,53,0,0
04-06-2020,Patrick,Virginia,US,0,0,0,0
04-06-2020,Paulding,Georgia,US,54,0,0,0
04-06-2020,Paulding,Ohio,US,1,0,0,0
04-06-2020,Pawnee,Oklahoma,US,22,1,0,0
04-06-2020,Payette,Idaho,US,6,0,0,0
04-06-2020,Payne,Oklahoma,US,21,0,0,0
04-06-2020,Peach,Georgia,US,15,2,0,0
04-06-2020,Pearl River,Mississippi,US,52,2,0,0
04-06-2020,Pecos,Texas,US,1,0,0,0
04-06-2020,Pemiscot,Missouri,US,3,0,0,0
04-06-2020,Pend Oreille,Washington,US,1,0,0,0
04-06-2020,Pender,North Carolina,US,2,0,0,0
04-06-2020,Pendleton,Kentucky,US,2,0,0,0
04-06-2020,Pendleton,West Virginia,US,1,0,0,0
04-06-2020,Pennington,South Dakota,US,6,1,0,0
04-06-2020,Penobscot,Maine,US,25,0,0,0
04-06-2020,Peoria,Illinois,US,12,1,0,0
04-06-2020,Pepin,Wisconsin,US,0,0,0,0
04-06-2020,Perquimans,North Carolina,US,2,0,0,0
04-06-2020,Perry,Alabama,US,1,0,0,0
04-06-2020,Perry,Arkansas,US,1,0,0,0
04-06-2020,Perry,Kentucky,US,3,0,0,0
04-06-2020,Perry,Mississippi,US,14,1,0,0
04-06-2020,Perry,Missouri,US,28,0,0,0
04-06-2020,Perry,Ohio,US,4,0,0,0
04-06-2020,Perry,Pennsylvania,US,5,1,0,0
04-06-2020,Perry,Tennessee,US,3,0,0,0
04-06-2020,Person,North Carolina,US,6,0,0,0
04-06-2020,Petersburg,Alaska,US,2,0,0,0
04-06-2020,Petersburg,Virginia,US,10,0,0,0
04-06-2020,Pettis,Missouri,US,2,0,0,0
04-06-2020,Phelps,Missouri,US,1,0,0,0
04-06-2020,Phelps,Nebraska,US,1,0,0,0
04-06-2020,Philadelphia,Pennsylvania,US,3728,45,0,0
04-06-2020,Phillips,Arkansas,US,1,0,0,0
04-06-2020,Phillips,Colorado,US,3,0,0,0
04-06-2020,Piatt,Illinois,US,3,0,0,0
04-06-2020,Pickaway,Ohio,US,29,0,0,0
04-06-2020,Pickens,Alabama,US,12,0,0,0
04-06-2020,Pickens,Georgia,US,9,2,0,0
04-06-2020,Pickens,South Carolina,US,20,0,0,0
04-06-2020,Pickett,Tennessee,US,0,0,0,0
04-06-2020,Pierce,Georgia,US,21,0,0,0
04-06-2020,Pierce,North Dakota,US,2,0,0,0
04-06-2020,Pierce,Washington,US,717,12,0,0
04-06-2020,Pierce,Wisconsin,US,7,0,0,0
04-06-2020,Pike,Alabama,US,14,0,0,0
04-06-2020,Pike,Arkansas,US,1,0,0,0
04-06-2020,Pike,Georgia,US,9,0,0,0
04-06-2020,Pike,Illinois,US,1,0,0,0
04-06-2020,Pike,Kentucky,US,1,0,0,0
04-06-2020,Pike,Mississippi,US,28,0,0,0
04-06-2020,Pike,Missouri,US,2,0,0,0
04-06-2020,Pike,Ohio,US,1,0,0,0
04-06-2020,Pike,Pennsylvania,US,125,2,0,0
04-06-2020,Pima,Arizona,US,415,13,0,0
04-06-2020,Pinal,Arizona,US,106,0,0,0
04-06-2020,Pinellas,Florida,US,362,8,0,0
04-06-2020,Pipestone,Minnesota,US,1,0,0,0
04-06-2020,Pitkin,Colorado,US,39,2,0,0
04-06-2020,Pitt,North Carolina,US,36,0,0,0
04-06-2020,Pittsburg,Oklahoma,US,6,0,0,0
04-06-2020,Pittsylvania,Virginia,US,3,0,0,0
04-06-2020,Placer,California,US,106,3,0,0
04-06-2020,Plaquemines,Louisiana,US,100,6,0,0
04-06-2020,Platte,Missouri,US,17,0,0,0
04-06-2020,Platte,Nebraska,US,5,0,0,0
04-06-2020,Pleasants,West Virginia,US,1,0,0,0
04-06-2020,Plumas,California,US,3,0,0,0
04-06-2020,Plymouth,Iowa,US,4,0,0,0
04-06-2020,Plymouth,Massachusetts,US,1067,15,0,0
